FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,Annual,CYP,Cyprus,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,5722.00390625,6937.63623046875,8071.79931640625,8667.365234375,9452.138671875,9887.9423828125,9969.896484375,10445.91015625,10938.439453125,11743.2626953125,12167.8095703125,12474.609375,13211.5185546875,14202.486328125,15114.216796875,15891.0830078125,15599.5224609375,16617.833984375,16334.8935546875,16944.544921875,18031.62890625,17968.080078125,18183.025390625,19059.04296875,19788.927734375,20747.53515625,21336.375,21878.55078125,22181.26953125,22986.61328125,23757.52734375,24465.798828125,25171.45703125,25442.48828125,24269.466796875,24182.67578125,23671.7109375,22510.048828125,21076.140625,20930.931640625,21770.140625,23095.044921875,24197.076171875,25402.86328125,26533.025390625,25389.06640625,28018.146484375,29630.48046875,29976.4921875,30586.228515625
A,Annual,CZE,Czechia,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337104.3458779844,298666.0025272157,296849.47519280465,296724.6407621404,305246.9983559436,324436.5176296156,338354.4795511806,336701.07649058424,335695.23855411104,340670.2347173143,355328.38754866744,367070.66584251815,373345.62724651257,385779.5538119588,403928.4302469888,429085.0374725204,456266.8566609418,478510.0790109321,486954.3881456037,460955.0460669234,472090.9340001012,479465.8733806348,475105.52256563137,474749.3692383077,484897.74256373686,507943.1093643607,520052.74867380655,545506.9914987468,559073.6832836497,576733.4122323454,544811.6809925875,577124.8414680996,584304.8212173067,573665.3079949433,579126.5413754103
A,Annual,DEU,Germany,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,12338.176154766275,12769.836666202107,13243.267244840716,13480.121201437829,14259.854432656286,14880.165313046582,15171.477518183963,15052.394331980018,15835.102143290129,16875.41500662742,17677.68706454526,18198.056341768315,18890.0330635555,19730.264982308727,19898.12224236794,19799.341148360985,20868.547575569384,21615.94147345336,22285.64260635749,23200.319213683983,23478.42003155096,23566.755837520315,23496.041942076125,23928.14218031826,24688.81476742126,25320.079006887223,25887.38425245067,26210.07041117205,27075.75331578493,27914.067380972065,29128.786842561425,30394.496725918707,30771.83342979273,30272.664633825447,30951.479148373688,31325.22285577064,31558.93991895069,32097.30359337505,32765.15266609663,33441.466915024845,34357.09827874706,34860.67242927058,34722.65423196289,34519.53236923332,34928.358483527976,35257.73104120943,36658.50268300585,37768.4423715683,38184.8242123012,36158.91759923197,37716.08007294967,39865.62625618993,39979.58217971857,40024.61671655883,40722.83172290309,41039.0476353585,41643.26250373275,42614.74399954647,42961.20926764794,43287.88724609432,41481.28751561537,42985.45239115719,43261.25097160749,43092.53698511773,43191.01471124445
A,Annual,DJI,Djibouti,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368939.0185454457,388419.6637735273,409621.03962215513,431467.42118993535,447603.0743969944,461517.33250488393,479580.12591059686,478108.4498745915,492029.5287929165,510238.5767780381,540323.107019942,564764.2464161708
A,Annual,DMA,Dominica,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,9704.262431793912,10679.774332653884,8690.96015340505,9837.36774136586,10917.178780043228,11414.410119341872,11758.449156119465,12304.449992500528,12533.557877112053,13483.625112579895,14411.411408889517,15629.221426126644,15700.52291955768,16676.21118391041,16981.69665920342,17319.078807243273,17665.894483344953,17660.79422242843,18198.16407583843,18779.020913506843,19220.19720535448,19996.10699516796,20140.91794153158,20720.26854487089,20774.660262418,20109.99458803224,21226.45226247976,22058.29655202552,22232.66505659499,23186.786036101505,24414.571441021395,26150.55044006158,25849.79089219331,25824.365732874423,25762.81986300378,25698.081541711275,25479.16517248799,25830.361075980843,24945.888368129526,25599.229951440968,24051.477458537724,24881.33305952416,25975.69239835003,21995.32357598449,23306.59801791613,25874.50992128812,26946.925274394827,27626.76535004909
A,Annual,DNK,Denmark,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,124973.96960963012,132020.93126444466,138420.57589159,138209.33217401514,149819.08091171208,155427.835172979,158410.8031027763,166417.97105237795,175089.15938985583,185962.47357855705,187995.97505009884,192626.9339122158,198801.74357059345,206929.5245328376,203982.2272108064,200527.39086560067,212012.2387038116,215549.2289451792,220074.4346669676,228432.92068618647,226440.8793863472,224826.836760276,233749.04812800788,240119.45141238376,250670.3214774028,260975.08355510727,272962.8228227759,273879.3928017501,274493.5315534643,276241.46640081017,280371.96220379195,283723.02105931786,288506.6143014327,287320.1308708198,301512.9061999393,309058.6531860045,316213.61185497296,324879.8853205237,331232.47588382004,339934.4954591483,351417.16726446245,353486.87285900547,353967.95606193604,354563.5142008996,363466.9141013925,371019.81056317344,383915.9392798448,385990.31976560026,382128.2573006038,361181.58043633145,365272.57361316425,368540.0332317759,367135.9800070535,370700.30465195305,373539.00212191953,378715.0062734418,387318.6595344631,396597.2291317576,401975.8648972769,407393.665268878,398976.3484059757,426576.1917096101,429748.5621384382,437218.938373809,451013.75139869686
A,Annual,DOM,Dominican Republic,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,68671.18637106527,64996.59029598637,73744.02510155187,76167.96769828806,78896.0652498657,67046.99996327741,73884.10881627304,74129.6030196275,72192.8417060711,77812.46050972345,89438.57388939716,96423.34386948266,103524.84276772202,113689.62174071767,117276.80011970217,120126.4182406144,124901.54121575442,127792.66012281328,127261.6920157006,129748.7496541055,136680.7346334742,139144.41247101306,138241.66838283392,141342.18703798967,139886.44644732343,133907.36021916987,135653.22362978404,146233.1663095829,146265.16910970147,149505.5149721427,138408.41067705784,136869.39076718394,149232.1970241185,157122.29375137927,158134.32800366433,164045.32776208257,170691.5031992206,182671.69388400743,191724.82248065728,199877.6156826827,205813.095329903,207604.04619895932,213684.81218584912,207787.86848792172,210250.9522902633,227084.9200555792,244828.7979477546,259807.28665313404,265005.7257239795,264293.054836562,282852.5372918507,288199.53222629335,292528.5795485408,303247.5112452794,320980.2338086814,339483.21934168733,358291.98084998905,368357.54632368736,390286.39432583016,405178.656959588,369179.8613954925,416552.68171567953,434184.9067211457,439766.99740938016,457653.8278566451
A,Annual,DZA,Algeria,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,96874.98979289398,82226.78366023504,65078.47370045644,86086.40171813781,89634.44827183882,93764.8139492192,87670.69633297084,93826.41858840451,101616.24402793174,107705.52623942411,114633.14819551386,99370.7527137055,123742.20467816824,125468.38488551365,131642.77263660455,133476.89257806566,138230.17654327853,140310.34252164522,148942.12939803017,155378.71392773828,151805.37972895833,151368.497101153,155774.81726853867,158709.8080956138,161973.24020454902,162344.80438247847,157713.16766163803,151945.53253345942,146271.25956619572,148728.59165500433,146247.67879664886,141089.333809144,140173.46644776393,133967.34362530726,129856.54446602696,132031.31067508468,134780.0043770815,133746.1492649877,138346.3548091705,140804.6898713587,144123.82862896918,146422.860443262,152290.098134427,160046.7386283699,164929.54293094034,171310.50555088095,173582.4065432082,176001.22241631738,177149.67957427417,175873.4568332406,180761.3655056301,182576.19582555263,183269.18803099365,184274.866025353,187960.45918698548,190027.3111510133,193421.0861419068,192373.3878998541,191322.9915350029,189524.56887987693,176992.30395986422,180766.90612980703,184324.8541599431,189027.35540484285,192553.69831590803
A,Annual,ECU,Ecuador,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2486.6764262100755,2541.343824479902,2591.2162572189354,2570.445510500796,2681.39438161928,2688.784982285887,2601.2904650800147,2641.5755550174745,2612.817401477323,2654.465535754571,2753.851013429375,2841.881988191895,2898.092123275817,3207.5793274147863,3465.7684101909454,3738.1505201207433,3903.53254635488,3857.6775531602393,3967.478561023825,4005.497015738969,4043.654462588648,4158.069165044099,4074.6202307712497,3955.6470365594746,3954.6532426894655,4005.92603902803,4042.7570812396975,3936.089352805776,4071.55219608647,4019.729794279394,4075.406882189276,4159.468847116249,4158.910792261536,4155.752449688792,4249.687901115325,4263.5646874677,4256.446966586092,4359.393430058547,4420.932613533517,4137.244570213848,4110.425900564622,4209.8245336828095,4340.722878581314,4387.837819445651,4606.204074878271,4771.614417654913,4893.939577872732,4902.593194825545,5136.112693326651,5104.33331979851,5221.6832667902345,5572.332316362012,5801.485455421374,6127.401638045823,6295.545079663868,6213.529875555023,6081.460749891291,6346.73131132224,6303.918866583376,6208.5701049612335,5568.414752823496,6046.067548090327,6350.08171894171,6420.079045241338,6237.686958127048
A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,13041.22474529101,13364.28647060686,13521.614011610893,14556.077577999544,15814.164109005676,16174.047011878283,16569.716102960843,16293.395970072394,15641.97866397376,16071.687396180278,16573.265553363435,16851.769663103998,16971.573591093336,17167.263348759527,17036.49533615873,18127.04291549753,20059.42500912853,21353.84692162016,22633.99292617631,23079.06658179239,24735.770249622,25849.58324270392,27638.942032978168,28208.883565600943,30039.67755340828,30847.60133415281,31400.549717098293,31712.24660509235,32527.11545415362,33211.23380207898,34080.14039295906,33526.50299321176,34199.070527219454,34388.45263393081,34992.84098027009,35854.91446784867,36871.166600286495,38098.410291773966,39353.33043222128,40814.92757073682,42486.74397280779,43064.373399683485,43175.77932666316,43630.67176797889,44488.1221656161,45547.0838895987,47723.10173413991,50150.04445710733,52744.71282267345,54177.00917114122,55883.46496428632,55685.276341527504,55661.35003887669,55581.6241269558,55914.86851442285,57147.32088636652,58430.26324280656,59669.07525708176,61668.98427939873,63960.50561107039,65163.679320189854,66311.996832941,69637.91392602886,71046.79924801136,71501.24039094527
A,Annual,ERI,Eritrea,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048.17200630661,9948.88766523384,11695.27915294044,11368.17180154518,11818.522465026424,12612.94152086184,12670.003425947032,12486.39277289202,11909.724787953526,12588.068357525846,12528.041168786342,11701.82685533479,11394.783749582415,11411.741854754311,11124.369835864742,11119.7232305661,9771.47422866734,9898.755317472822,9919.138723326812,10588.48051599391,,,,,,,,,,,,,
A,Annual,ESP,Spain,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,5975.702547934723,6621.346544309799,7213.72334568035,7836.9524683743,8171.374463380608,8588.574784613535,9117.067127755545,9396.42560640829,9886.183498242845,10661.169633252615,10990.983462109823,11364.22924052338,12155.428826259404,12958.17647784599,13537.545385528392,13464.564949283937,13763.1783573394,14008.941532560111,14077.687370788331,13959.923562830369,14154.15013110422,14035.27119402184,14125.154359452108,14305.322776598528,14500.28961373808,14783.237983367191,15218.645644959504,16021.24094428266,16801.746457206744,17585.180851516456,18231.57129271731,18648.221892638925,18729.54961459034,18440.48554642379,18790.28439781752,19223.392378168894,19642.63993759616,20262.17934473962,21046.572540451405,21885.60021046441,22921.073685319,23654.620668207703,23965.47578539045,24227.7567283028,24554.973632920915,25001.03371680696,25575.93624065453,25994.01067548374,25778.871642068283,24588.73083690584,24498.81966160176,24255.703516637048,23545.457956509363,23293.48148622752,23720.676124502814,24704.37539473214,25404.934967369227,26077.192890237475,26581.54220860664,26909.302568857187,23843.49100191759,25391.73647080407,26767.657257333944,27164.504111966784,27756.596335490853
A,Annual,EST,Estonia,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9813.003564688492,9073.427468773223,7284.380473586434,7045.2743476388905,7079.35182719297,7533.114210021481,8022.97622058302,9174.049952305588,9664.577435728736,9595.202712617354,10512.160832077652,11201.476822885712,12054.189292057854,13051.519639313645,14022.694946974423,15446.223173589711,17054.438265234145,18429.49771757616,17531.87444375472,14995.801470946371,15398.238044274209,16619.95692457431,17292.030065865474,17658.496946502913,18293.163794316664,18617.212011187414,19187.459245016304,20244.085247733383,20920.118126109606,21619.26086255312,20954.364801785905,22429.746222947528,22145.33006138608,21139.7547665232,21058.453220368137
A,Annual,ETH,Ethiopia,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,5330.371635111577,5422.58879668398,5523.412570553709,5599.965794362786,5766.268166641836,6025.559676203033,6106.908181124474,6186.57457472273,6102.274816987054,6143.127617052644,6367.648091065082,6461.829870536008,6613.663099293809,6655.764710463386,6575.993811986552,6421.579291476184,6470.743293447257,6536.240888368117,6369.1252810209935,6740.908427171734,6861.773483241905,6660.996380869174,7010.95168287899,6636.334464369091,5733.005272516037,6103.754186449611,6716.883541615141,6492.1915625622405,6224.992634984238,6162.340020524595,5479.93524188304,4798.478907462502,5241.608767273578,5223.76436805891,5358.293380133387,5828.583123133921,5821.630753251156,5446.549741046206,5551.514145243239,5710.73524533294,6000.001364560223,5908.269807266526,5608.54998445306,6181.845593935522,6710.448943922663,7222.223811987449,7817.16945417066,8413.452776683682,8897.763560541349,9734.539932159523,10519.28176587213,11112.96307494563,11959.394636922709,12837.048995221116,13795.729668733617,14693.819883254737,15666.348087707856,16288.940582448977,17182.65635313354,17736.47329840491,18242.966251583,18716.444138650324,19437.91631630735,20328.10830871752
A,Annual,FIN,Finland,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,10669.313846197769,11399.944743470229,11660.325017980947,11958.534607913498,12515.186794023912,13134.98754406854,13396.353696456985,13612.976602675224,13864.13686596774,15202.98327401672,16400.706900343375,16766.08586412681,17955.832941961013,19101.052253486385,19616.295148525533,19881.904683069297,19890.325042152806,19882.268297592986,20404.10345820161,21801.47732591208,22905.00582169604,23101.59701197759,23681.620399537347,24271.57369135013,24921.183013734884,25696.012570667164,26318.34363055732,27178.354027261685,28517.06779021288,29858.864496630085,29932.3738762253,28018.72274988332,26939.11850712972,26600.02601428575,27535.60213138566,28592.22834141576,29542.394263873302,31339.09415380065,32960.79478443573,34327.763725071505,36227.60421768132,37099.54071003746,37634.2022590479,38299.889277105336,39718.45493989104,40682.08683180788,42155.240105516845,44206.39663283365,44346.23053905796,40570.32432512417,41664.658780553655,42463.30920191111,41618.16585275392,41020.9861348799,40656.39094082372,40711.73554817009,41638.96312905767,42913.62826498753,43368.01628131502,43904.964787418736,42749.82579934725,43803.06629631348,44017.436132428,43383.5242001529,42907.03758984491
A,Annual,FJI,Fiji,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,4367.895294242591,4385.927852019377,4405.508408123827,4540.733015062709,4616.232126181479,4356.133134423108,4231.561410685177,4677.463606970111,4937.592774145984,4960.7899757487085,5481.575782961964,5751.647335808442,6076.8579161815005,6676.758038846827,6750.635622893131,6687.243022298778,6757.249175965871,7009.304405282659,6973.272627762865,7641.341536095664,7341.81234783286,7622.555052618291,6997.167488350406,6560.10484391195,6940.846123478173,6464.71213149092,6819.256797591254,6272.843655234898,6264.710692147194,6663.756686819231,6986.4819491643775,6742.568004350636,7102.033498610804,7207.212453929746,7532.8258076854845,7682.721666211787,8000.976997694669,7744.503342408135,7748.636316095435,8333.524959486816,8103.391092258496,8180.945767164629,8359.563031948059,8362.877617784427,8724.733006544171,8706.021108843252,8787.764793090475,8640.547786222813,8675.99145006802,8519.525725856141,8740.612728864402,8951.789013887352,9058.986707005435,9473.011462843971,9990.390427044906,10428.792002421134,10677.009375890751,11253.57161127129,11702.709827950894,11663.61336060046,9675.612237871914,9185.793014374214,10971.465877475195,11736.700409567762,12125.232597758037
A,Annual,FRA,France,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,10307.767133056688,10691.75797293958,11312.284049296955,11893.534410172257,12523.555300718448,13000.353504495242,13559.732612158892,14108.369983031887,14623.76251590105,15535.39458833584,16349.171918971402,17059.170960941323,17677.37679569995,18694.140269018146,19441.991080696105,19132.16648016726,19886.766989383446,20501.20230772165,21203.38115062969,21888.606064065178,22137.039598811625,22267.48987601521,22728.22039626756,22891.37459624979,23146.45961639027,23392.42601408801,23829.28317194736,24305.22545711851,25328.48343522485,26286.850356648392,26883.15472446651,27079.317327683963,27353.2903796081,27136.804377787736,27679.792534876982,28214.82012130942,28506.92392995179,29123.225351306144,30017.299687107727,30877.98142692374,31936.69177988006,32306.942511613863,32415.37075353253,32498.95923452352,33187.08096379022,33560.55301183488,34232.20415243437,34882.12563903057,34819.892208038895,33663.13205691007,34167.64971897256,34831.983309670235,34727.627130294124,34818.66371206904,34999.50619847214,35247.31340882901,35456.76836664603,36090.66287376703,36553.40509567032,37170.685533053074,34293.46352448947,36523.07095588949,37339.72291051431,37566.6174390046,37877.55741122321
A,Annual,FRO,Faroe Islands,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284099.94438379304,269807.9563853989,269523.3984832604,279791.1130338051,301167.91948810336,319102.1017286408,335171.8014371851,335109.7114578434,335888.7271551027,342724.19290554005,346560.5145501608,356714.2277914004,345707.3829588906,359686.7085639246,368181.05958054407,373796.35922775953,
A,Annual,FSM,"Micronesia, Fed. Sts.",WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,1306.6756898951155,1298.96384985817,1278.2092713317704,1666.2092957834527,1870.068016243593,1824.856780565937,1788.3660299207809,1787.6400152643705,1836.5269400995128,1817.974724864764,1635.8603227098324,1741.232486151841,1645.583149880198,1628.595323571091,1519.438641369184,1720.9512524106258,1806.7327076062688,1778.7103032347854,1781.7234312079672,1809.03608981546,1841.6461819046865,1942.503454853339,1980.8026258038665,2096.8374647413743,2047.2152188860875,2167.860836432913,2089.77147502484,1956.731279992077,2006.9789992547835,2029.043696275072,2120.215272571489,2159.984870733769,2170.196891007399,2207.51480607383,2146.40160821979,2200.3132517143576,2212.090780193084,2188.250819075355,2154.0528383638098,2197.346165602972,2255.7057838943647,2324.21586287582,2276.768004448976,2188.3029198768045,2132.4218605852616,2224.4131498583465,2227.8248911299565,2237.831221855847,2229.1168148195325,2312.254039643822,2260.5752719426323,2315.863784665502,2238.7404092842644,2239.22849051972,2244.767271647093
A,Annual,GAB,Gabon,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1231005.5210065662,1396566.5555911444,1482343.1128240025,1552522.7113643377,1601519.5211423968,1710681.2686250247,1761504.0475198526,1805836.636133744,1821546.2238120283,1931586.823047751,2054950.2577847296,2219198.993668098,2420606.006506055,2612247.123715487,3566697.360006546,4158025.536660541,5510916.76406524,4703987.403311892,3486010.5692131403,3415485.899297344,3413689.983551335,3494266.3856009683,3296365.6448993143,3388005.0956529244,3544099.360168734,3367581.695664658,3249567.379996707,2618730.971783995,2874047.470408799,3034516.141977437,3105775.223383557,3207312.646589198,3025700.1711319555,3062457.937181465,3094007.93225665,3165508.4000986456,3198248.513517619,3297551.888925285,3326919.237111054,2953495.9446217907,2823920.914225148,2809299.711588903,2728251.0677366955,2714464.498860636,2657702.645382802,2650727.668355546,2499740.008897216,2568363.993145003,2404682.5407936284,2329011.2573996903,2409556.6353795817,2490502.70277247,2529162.971840755,2579361.952663248,2601796.853213128,2619835.021697814,2599090.330170937,2542855.950669943,2499931.3360014246,2534494.78644939,2429179.410378039,2408646.8979964843,2426652.344279351,2431936.91383856,2460595.7718775305
A,Annual,GBR,United Kingdom,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,11242.800954198474,11459.03081439394,11487.0299342723,11955.441211556385,12542.501222222225,12727.663770825264,12856.09171340476,13141.976881747829,13793.88897643072,14003.02522918198,14325.07726372427,14765.331908025342,15351.302395702034,16321.235286845638,15905.716673459605,15672.48554933856,16132.56532843682,16534.49815861239,17228.728071767597,17858.6044779565,17474.932493067114,17331.238694958938,17683.315113650704,18423.59550150917,18811.850706227167,19547.642232217186,20116.81294864368,21156.625297854567,22319.791287736243,22835.585778584893,22934.48239022689,22611.45346068274,22640.833212661488,23148.986460416392,23978.175637417266,24520.270297521347,25089.41649854428,26257.268392310063,27071.709831055,27806.78605087932,28910.57248804152,29540.435279471185,29943.849164498068,30744.29117212925,31321.24849167512,31956.976736524102,32478.164709347177,33072.15068970729,32731.24611542755,30983.63535581049,31428.26681137262,31538.59258496959,31787.285853306337,32143.497326119832,32923.46134323739,33413.322517207474,33786.02601856509,34494.79869932996,34809.07494456094,35192.97119959178,31515.731751168645,34095.9023946017,35418.005162416426,35097.62535770601,35107.69917372086
A,Annual,GEO,Georgia,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,3863.508711298689,3988.0564131472624,4128.757477378959,4239.334368076676,4406.921318743534,4808.496532027743,5112.057881866539,5378.700883718608,5567.622393191995,5779.2319192216255,6413.505182164616,6503.963487869325,6621.168525432193,6988.56806128462,7538.497488024302,8035.349786602338,8464.21333824613,8986.299489947622,9597.744275416697,10229.560742178684,10607.919063500234,11075.369075369075,11201.901910715858,11581.531344781688,12106.35628055904,12593.664886658516,11461.791901371029,11513.228628649733,12033.105809171935,11138.17583744509,9493.544356518118,7437.912281064539,4066.68718580076,2853.128626987844,2596.113047024075,2765.5149877987565,3188.993741566387,3639.383132490236,3846.256262655802,4038.7838714209015,4193.880451719604,4464.208981078739,4751.018910322067,5312.095747286762,5654.717951590644,6236.564595388201,6863.046011091276,7766.521473991479,7978.798731644878,7756.096013573758,8300.906199205376,9031.68717410975,9697.029183608778,10225.496198154327,10638.772666877094,10977.97854440852,11349.951240843406,11934.000070815377,12662.385493924809,13366.625799259764,12517.205180303845,13902.24369777356,15409.553988119063,16603.129579653574,18374.45845638771
A,Annual,GHA,Ghana,WB_WDI_NY_GDP_PCAP_KN,GDP per capita (constant LCU),XDC_K,"Domestic currency, constant prices",_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2911.248315272549,2926.406768596111,2974.1144317961125,3031.874941215328,3025.965280527316,2994.6743910579826,2799.00605658218,2816.23911312897,2758.655151786944,2852.112972005952,3046.8943878837704,3118.326507280087,2956.368097283938,2955.096778596624,3067.3224603353246,2609.349544622135,2445.814295690772,2428.775358506346,2555.802517324609,2416.5891776976537,2358.0052846187496,2212.36290079103,2000.2134731602848,1852.3757717288229,1961.2704502194745,2017.2808269299928,2075.9683051827983,2126.1966583918324,2192.547676955417,2247.2126196281647,2263.5199868161976,2323.775955350994,2354.6600015879044,2408.638713394885,2429.018730444372,2469.924065250353,2523.956606617305,2568.045597780312,2624.14237643806,2673.5348407696265,2703.6672139813813,2737.920631897476,2783.51423592438,2850.251956816794,2931.194265781452,3023.7792901541675,3134.737114346603,3187.768019318273,3392.252815738229,3468.941099795259,3653.009188029281,4067.152365993171,4338.827870656492,4545.267712091271,4565.8234168730505,4556.3116277812,4604.018218370417,4870.174018874877,5065.904042371486,5288.329212646172,5210.680250875813,5368.980857609007,5467.260722084233,5532.333318949492,5738.2325463074285
